date,sunshine_hr,humidity_mean,temp_min,temp_mean,temp_max,temp_range
2008-02-17,10.55143611111111,17.541666666666668,13.1,22.5875,30.3,17.200000000000003
2008-02-18,10.558977777777775,19.625,12.6,21.166666666666668,28.0,15.4
2008-02-19,10.566233333333336,16.041666666666668,13.4,19.520833333333332,25.5,12.1
2008-02-20,10.59260277777778,13.583333333333334,9.7,17.920833333333334,25.7,16.0
2008-02-21,10.599994444444444,12.458333333333334,9.0,18.270833333333332,26.5,17.5
2008-02-22,10.627883333333331,7.916666666666667,9.5,19.4125,28.7,19.2
2008-02-23,9.577451388888882,8.166666666666666,12.3,20.670833333333334,29.2,16.9
2008-02-24,10.364269444444446,9.416666666666666,13.2,21.991666666666664,30.7,17.5
2008-02-25,10.609816666666664,12.458333333333334,15.7,22.895833333333332,30.5,14.8
2008-02-26,10.6795,12.25,15.2,24.125,33.1,17.900000000000002
2008-02-27,10.686397222222222,11.791666666666666,16.0,24.3375,32.2,16.200000000000003
2008-02-28,10.717619444444445,15.25,11.2,20.783333333333335,27.9,16.7
2008-02-29,10.77503611111111,15.958333333333334,11.7,21.325,29.9,18.2
2008-03-01,10.782761111111112,17.166666666666668,14.1,22.175,29.5,15.4
2008-03-02,10.658402777777775,19.0,15.2,21.641666666666666,27.8,12.6
2008-03-03,10.715825,23.083333333333332,13.1,20.029166666666665,25.9,12.8
2008-03-04,10.720744444444444,25.791666666666668,12.1,20.479166666666668,27.8,15.7
2008-03-05,9.749825,19.125,13.6,21.65833333333333,29.4,15.8
2008-03-06,10.902858333333334,17.625,12.7,22.2875,30.4,17.7
2008-03-07,10.969105555555556,13.375,13.4,19.654166666666665,25.4,11.999999999999998
2008-03-08,10.977280555555556,10.083333333333334,10.3,19.5625,27.9,17.599999999999998
2008-03-09,11.015613888888888,13.875,13.2,22.645833333333332,30.9,17.7
2008-03-10,10.671008333333331,15.708333333333334,15.3,25.229166666666668,33.5,18.2
2008-03-11,10.357858333333333,11.5,20.1,28.1875,35.5,15.4
2008-03-12,10.722177777777777,10.125,20.6,27.879166666666663,34.6,14.0
2008-03-13,11.143338888888888,10.25,17.4,26.96666666666667,34.9,17.5
2008-03-14,11.184536111111113,9.583333333333334,15.4,26.0375,34.9,19.5
2008-03-15,11.226336111111111,12.041666666666666,15.3,26.054166666666664,34.5,19.2
2008-03-16,11.268730555555557,13.625,15.7,26.7375,35.4,19.7
2008-03-17,11.311663888888887,13.416666666666666,17.8,26.866666666666664,34.4,16.599999999999998
2008-03-18,11.365358333333331,13.625,15.3,25.27916666666667,33.2,17.900000000000002
2008-03-19,11.385830555555556,11.25,14.8,26.15,35.4,20.6
2008-03-20,11.406344444444445,10.625,15.1,27.233333333333334,36.2,21.1
2008-03-21,11.42688888888889,12.666666666666666,16.6,26.7375,35.0,18.4
2008-03-22,11.44745,17.5,17.9,23.6375,28.6,10.700000000000005
2008-03-23,11.468013888888889,19.958333333333332,10.8,20.270833333333332,28.1,17.3
2008-03-24,11.488566666666664,15.708333333333334,12.0,21.958333333333332,29.8,17.8
2008-03-25,11.509097222222222,13.25,12.6,23.295833333333334,32.5,19.9
2008-03-26,11.529588888888888,13.041666666666666,15.3,25.008333333333336,33.0,17.7
2008-03-27,11.550033333333332,12.666666666666666,18.1,25.995833333333337,32.6,14.5
2008-03-28,11.570413888888888,8.541666666666666,17.8,25.2375,32.0,14.2
2008-03-29,11.590716666666667,14.166666666666666,18.0,26.116666666666664,33.6,15.6
2008-03-30,11.610936111111112,11.125,18.1,27.15833333333333,34.8,16.699999999999996
